2014-03-09 22:26:37,259 [10] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,627 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,628 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,719 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:29,188 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 19] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:29,189 [21] WARN  Umbraco.Web.UmbracoModule - [Thread 19] Umbraco is not configured
2014-03-09 22:27:29,501 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:29,501 [21] INFO  Umbraco.Web.UI.Install.InstallerRestService - [Thread 15] Running 'Install' service
2014-03-09 22:27:29,502 [21] INFO  Umbraco.Core.DatabaseContext - [Thread 15] Database configuration status: Started
2014-03-09 22:27:29,763 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:29,764 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Initializing database schema creation
2014-03-09 22:27:29,940 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Table sql -1:
 CREATE TABLE [umbracoNode] ([id] INTEGER NOT NULL IDENTITY(1050,1),
[trashed] BIT NOT NULL CONSTRAINT [DF_umbracoNode_trashed] DEFAULT ('0'),
[parentID] INTEGER NOT NULL,
[nodeUser] INTEGER NULL,
[level] INTEGER NOT NULL,
[path] NVARCHAR(150) NOT NULL,
[sortOrder] INTEGER NOT NULL,
[uniqueID] UniqueIdentifier NULL,
[text] NVARCHAR(255) NULL,
[nodeObjectType] UniqueIdentifier NULL,
[createDate] DATETIME NOT NULL CONSTRAINT [DF_umbracoNode_createDate] DEFAULT (getdate()))
2014-03-09 22:27:29,944 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Primary Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [PK_structure] PRIMARY KEY ([id])
2014-03-09 22:27:29,945 [21] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 15] Creating data in table umbracoNode
2014-03-09 22:27:29,975 [21] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 15] Done creating data in table umbracoNode
2014-03-09 22:27:29,975 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Foreign Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [FK_umbracoNode_umbracoNode_id] FOREIGN KEY ([parentID]) REFERENCES [umbracoNode] ([id])
2014-03-09 22:27:29,976 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeTrashed] ON [umbracoNode] ([trashed])
2014-03-09 22:27:29,976 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeParentId] ON [umbracoNode] ([parentID])
2014-03-09 22:27:29,976 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeObjectType] ON [umbracoNode] ([nodeObjectType])
2014-03-09 22:27:29,986 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] New table 'umbracoNode' was created
2014-03-09 22:27:30,038 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Table sql -1:
 CREATE TABLE [cmsTemplate] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[master] INTEGER NULL,
[alias] NVARCHAR(100) NULL,
[design] NTEXT NOT NULL)
2014-03-09 22:27:30,038 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Primary Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [PK_cmsTemplate] PRIMARY KEY ([pk])
2014-03-09 22:27:30,038 [21] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 15] Creating data in table cmsTemplate
2014-03-09 22:27:30,038 [21] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 15] Done creating data in table cmsTemplate
2014-03-09 22:27:30,038 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_umbracoNode] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2014-03-09 22:27:30,039 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_cmsTemplate] FOREIGN KEY ([master]) REFERENCES [umbracoNode] ([id])
2014-03-09 22:27:30,039 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsTemplate_nodeId] ON [cmsTemplate] ([nodeId])
2014-03-09 22:27:30,045 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] New table 'cmsTemplate' was created
2014-03-09 22:27:30,095 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Table sql -1:
 CREATE TABLE [cmsContent] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[contentType] INTEGER NOT NULL)
2014-03-09 22:27:30,096 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Primary Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [PK_cmsContent] PRIMARY KEY ([pk])
2014-03-09 22:27:30,096 [21] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 15] Creating data in table cmsContent
2014-03-09 22:27:30,096 [21] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 15] Done creating data in table cmsContent
2014-03-09 22:27:30,096 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Foreign Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [FK_cmsContent_umbracoNode_id] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2014-03-09 22:27:30,096 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContent] ON [cmsContent] ([nodeId])
2014-03-09 22:27:30,103 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] New table 'cmsContent' was created
2014-03-09 22:27:30,157 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Table sql -1:
 CREATE TABLE [cmsContentVersion] ([id] INTEGER NOT NULL IDENTITY(1,1),
[ContentId] INTEGER NOT NULL,
[VersionId] UniqueIdentifier NOT NULL,
[VersionDate] DATETIME NOT NULL CONSTRAINT [DF_cmsContentVersion_VersionDate] DEFAULT (getdate()),
[LanguageLocale] NVARCHAR(10) NULL)
2014-03-09 22:27:30,158 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Primary Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [PK_cmsContentVersion] PRIMARY KEY ([id])
2014-03-09 22:27:30,158 [21] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 15] Creating data in table cmsContentVersion
2014-03-09 22:27:30,158 [21] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 15] Done creating data in table cmsContentVersion
2014-03-09 22:27:30,158 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Foreign Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [FK_cmsContentVersion_cmsContent_nodeId] FOREIGN KEY ([ContentId]) REFERENCES [cmsContent] ([nodeId])
2014-03-09 22:27:30,159 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_cmsContentVersion_ContentId] ON [cmsContentVersion] ([ContentId])
2014-03-09 22:27:30,159 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContentVersion_VersionId] ON [cmsContentVersion] ([VersionId])
2014-03-09 22:27:30,166 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] New table 'cmsContentVersion' was created
2014-03-09 22:27:30,221 [21] INFO  Umbraco.Core.Persistence.Database - [Thread 15] Create Table sql -1:
 CREATE TABLE [cmsDocument] ([nodeId] INTEGER NOT NULL,
[published] BIT NOT NULL,
[documentUser] INTEGER NOT NULL,
[versionId] UniqueIdentifier NOT NULL,
[text] NVARCHAR(255) NOT NULL,
[releaseDate] DATETIME NULL,
[expireDate] DATETIME NULL,
